week,week_start,revenue,baseline_median,TV median,TV lo,TV hi,Out-of-home median,Out-of-home lo,Out-of-home hi,Print median,Print lo,Print hi,Facebook median,Facebook lo,Facebook hi,Search median,Search lo,Search hi
190,2019-07-08,946510.0,800755.3653107521,55362.035319040966,8688.836317130928,159375.05617453417,141.85406600655529,0.0005932751056390262,14399.133039845068,14.934133038443814,1.129832433063812e-06,18792.88841034677,11.33891218784383,4.314775585391277e-05,8591.17152535348,61572.91755888047,6280.899367033665,207176.07124723587
191,2019-07-15,1063913.33333333,893133.0708481856,10101.642667224798,566.170765740617,61039.30889343133,51721.85529006165,3983.087380986289,151783.94113462622,3.8929056453773763,1.8381920372249533e-08,13534.586809078653,2.9759185483787505,1.7330273936018395e-06,5974.350374974699,72423.71005891883,7508.728482011043,221992.45618077993
192,2019-07-22,1278223.33333333,1002091.069746966,110410.0558680449,31103.5656710653,225450.24850286517,29644.935982347022,832.4843946313076,119956.25878310259,0.9834891302704706,2.7648625814522106e-10,10065.625275968998,45885.25601859126,6595.932323759189,118836.34781110298,79345.56946943441,8152.12699230395,236038.57032406668
193,2019-07-29,1500828.33333333,1222633.6675265455,21921.24408361721,2097.3982993442205,91708.72903075682,45880.24342570332,2728.9510076476026,144543.84816248552,0.23929835476289088,4.02834256849514e-12,6389.378813362066,14065.628935262852,620.7957533668397,63532.72551526813,87316.73248769902,8722.037968671226,252241.11919962763
194,2019-08-05,1843118.33333333,1381597.459683221,119277.44873341148,36683.935416545115,234279.23679058242,25842.698875855418,486.9143431839977,116047.39269288856,0.060122050256318754,6.728297143964102e-14,4647.7996864451925,146226.73619809526,37347.024767624775,278843.8860575066,96125.99920784065,9449.148656110763,268963.1767465756
195,2019-08-12,1443773.33333333,1190271.671323683,24163.191649870656,2443.606159547214,96924.66314656955,42448.26479887435,2276.0116575673865,141105.3038843514,0.0143508177094671,9.58471569965656e-16,3067.3372995933837,73491.0149419796,10660.582539352077,167163.63953651563,38733.14719818493,1181.8161387999485,207015.0553252312
196,2019-08-19,1397435.0,1144641.585778512,4501.6232613167895,110.34633116341718,38387.48102493568,23590.216175010297,403.1894595361382,112379.77457310236,23465.17496541996,1661.7255560519197,94654.91352731732,129356.31924992839,32541.48891315827,244411.3368227485,15858.172955566091,41.300798471275606,167674.84231084242
197,2019-08-26,1930413.33333333,1586324.796450305,786.7580061731167,4.439584109817766,14613.387338126957,44325.61511933418,2571.090572216275,144183.97799889496,5568.794919028662,56.916705135584024,63325.015108667845,58243.5671434446,6393.391315053833,153183.41340643796,87867.74666600468,9020.307329603604,241929.62239819398
198,2019-09-02,2106968.33333333,1663784.9645661223,2988.893250793498,53.60806017869232,35494.79301091679,24928.060879370176,446.1709507012981,115151.88561478713,82684.69623304444,16323.759083635707,169417.84652443914,81975.98698272352,17675.56524307645,171487.769499698,103645.41602707599,10498.638978116318,280188.4855274703
199,2019-09-09,2233758.33333333,1719644.174934108,289959.0406579231,190542.72844456616,393879.50469979475,18670.614716492528,286.5507914359304,102181.24086854323,24538.144864133443,1247.1978811505746,113282.21540142714,29610.10383268319,1770.7611135012482,109206.97112336099,111817.01207964275,11159.02625920086,300895.38391348947
200,2019-09-16,2575148.33333333,2049245.0801811852,79780.67980090469,18470.573318867708,189985.99404195911,22758.55529306494,534.1776554827835,106824.58054628588,90848.66498910994,18936.696140351283,180949.0274251451,35391.386026217566,4490.016092799696,105468.44899619867,121777.50067802754,11948.502538749677,324295.69596699
201,2019-09-23,2510951.66666667,1987042.5196840402,213200.04683526477,116271.3382435797,322427.98708221415,12024.28889134433,89.49669179065462,84558.6872679276,27686.08971490973,1528.046485026809,123447.65473782312,10389.06280579049,254.56530383188468,69845.6392323984,123104.01069833663,12025.031213746004,332559.3835404333
202,2019-09-30,2275620.0,1869507.3626750303,51411.90817146941,8635.810190903578,147674.61158146814,35898.08670183418,1577.8321447229757,128556.2582795286,108165.16542111305,23045.952232302672,209179.90221999664,2912.6501188333505,12.195764295842352,50347.66650778483,121773.34991282533,11903.782389309255,331276.55731693696
203,2019-10-07,2505161.66666667,2022355.6255743564,164285.81160251403,73278.11076415291,277171.0000515921,19417.577952032938,300.1942722869955,102135.95254724036,36103.17587502966,2621.7905542023595,136764.75556659373,139600.2224081156,35711.62573049423,264419.891512951,123622.42958551546,12020.813650421076,336389.75483374455
204,2019-10-14,2456240.0,2051125.753695736,36275.750361895945,4830.5826205189705,121756.89564315676,38466.634938887786,1888.9901700273713,132543.52424590368,112140.92269588946,24286.27130260147,217387.86042353758,67362.51519064509,9226.733479224313,157539.92278052127,123426.2071011326,11987.469458136802,336541.79690874164
205,2019-10-21,2182825.0,1868514.8205551547,169689.560806623,76707.4735213191,283030.1055531439,21183.760961397173,339.39041710456263,105594.86682756396,38185.79582304196,2880.0307588642263,143037.5644114646,88055.53596286409,19897.865476825264,178659.68663489254,119783.72520807217,11654.823850738794,330666.3345669147
206,2019-10-28,2377706.66666667,2112859.4166458845,66799.28184421224,15309.91900523742,167760.6941166429,20113.946312199652,371.43569099612716,101513.94612345111,30312.823377586225,2438.3904289643497,125703.62124382883,32901.683370736755,2169.639931959038,112696.56863573073,123200.41253968798,11939.235735337159,335663.81718641927
207,2019-11-04,2732825.0,2387894.1797858262,44934.48866582114,7098.946618361897,138130.34085486789,10567.029379109024,62.82550491509042,80604.99547163463,33097.16255108673,3197.7734381404857,121032.7857682304,10048.01680768112,115.31591535551019,75878.14347642461,130246.82375408383,12540.799270589236,349722.82663464674
208,2019-11-11,2767788.33333333,2456781.3743608645,8255.304620080493,386.8356057117175,53970.12220279868,5547.211959016937,8.56715882124621,64409.344578062664,8617.613256271661,85.94247226368753,92156.41912990244,133422.724668712,34248.72752802091,252369.7363513667,60328.746820603934,2674.5584933594064,269711.9095380881
